0.046440,left
0.371519,left
0.684989,left
0.998458,left
1.311927,left
1.637007,left
1.950476,left
2.263946,left
2.577415,left
2.890884,left
3.204354,left
3.529433,left
3.842902,left
4.156372,left
4.469841,left
4.783311,left
5.108390,left
5.421859,left
5.735329,left
6.048798,left
6.362267,left
6.687347,left
7.000816,left
7.314286,left
7.627755,left
7.941225,left
8.266304,left
8.579773,left
8.893243,left
9.218322,left
9.531792,left
9.845261,left
10.158731,left
10.472199,left
10.785669,left
11.099138,left
11.412608,left
11.737687,left
12.051156,left
12.364626,left
12.678095,left
12.991565,left
13.316644,left
13.630114,left
13.943583,left
14.257052,left
14.570521,left
14.895601,left
15.209070,left
15.522540,left
15.836009,left
16.161089,left
16.474558,left
16.788027,left
17.101496,left
17.414967,left
17.740046,left
18.053514,left
18.366983,left
18.680454,left
18.993923,left
19.319002,left
19.632471,left
19.945942,left
20.259411,left
20.572880,left
20.886349,left
21.211428,left
21.524899,left
21.838367,left
22.151836,left
22.465305,left
22.790386,left
23.103855,left
23.417324,left
23.742403,left
24.055874,left
24.369343,left
24.682812,left
24.996281,left
25.309752,left
25.634830,left
25.948299,left
26.261768,left
26.575237,left
26.888708,left
27.202177,left
27.527256,left
27.840725,left
28.154196,left
28.467665,left
28.792744,left
29.106213,left
29.419683,left
29.733152,left
30.058231,left
30.371700,left
30.685169,left
30.998640,left
31.312109,left
31.625578,left
31.950657,left
32.264126,left
32.577595,left
32.891068,left
33.204536,left
33.529613,left
33.843082,left
34.156555,left
34.470024,left
34.783493,left
35.108570,left
35.422039,left
35.735512,left
36.048981,left
36.362450,left
36.675919,left
37.000999,left
37.314468,left
37.627937,left
37.953014,left
38.266487,left
38.579956,left
38.893425,left
39.206894,left
39.531971,left
39.845444,left
40.158913,left
40.472382,left
40.785851,left
41.099319,left
41.412788,left
41.737869,left
42.051338,left
42.364807,left
42.678276,left
43.003357,left
43.316826,left
43.630295,left
43.943764,left
44.257233,left
44.582314,left
44.895782,left
45.209251,left
45.522720,left
45.836189,left
46.161270,left
46.474739,left
46.788208,left
47.101677,left
47.426758,left
47.740227,left
48.053696,left
48.367165,left
48.680634,left
48.994102,left
49.307575,left
49.632652,left
49.946121,left
50.259590,left
50.573063,left
50.898140,left
51.211609,left
51.525078,left
51.838551,left
52.152020,left
52.465488,left
52.778957,left
53.104034,left
53.417507,left
53.730976,left
54.044445,left
54.357914,left
54.671383,left
54.996464,left
55.309933,left
55.623402,left
55.948483,left
56.261951,left
56.575420,left
56.888889,left
57.202358,left
57.515827,left
57.840908,left
58.154377,left
58.467846,left
58.781315,left
59.106396,left
59.419865,left
59.733334,left
60.046803,left
60.360271,left
60.673740,left
60.998821,left
61.312290,left
61.625759,left
61.939228,left
62.252697,left
62.566166,left
62.891247,left
63.204716,left
63.518185,left
63.843266,left
64.156738,left
64.470207,left
64.783676,left
65.097145,left
65.422226,left
65.735695,left
66.049164,left
66.362633,left
66.676102,left
66.989571,left
67.303040,left
67.628120,left
67.941589,left
68.266670,left
68.580139,left
68.893608,left
69.207077,left
69.520546,left
69.834015,left
70.147484,left
70.460953,left
70.786034,left
71.099503,left
71.412971,left
71.726440,left
72.039909,left
72.353378,left
72.678459,left
72.991928,left
73.317009,left
73.630478,left
73.943947,left
74.257416,left
74.570885,left
74.884354,left
75.197823,left
75.522903,left
75.836372,left
76.149841,left
76.474922,left
76.788391,left
77.101860,left
77.415329,left
77.728798,left
78.053879,left
78.367348,left
78.680817,left
78.994286,left
79.307755,left
79.621223,left
79.934692,left
80.259773,left
80.573242,left
80.886711,left
81.211792,left
81.525261,left
81.838730,left
82.152199,left
82.465668,left
82.779137,left
83.104218,left
83.417686,left
83.731155,left
84.044624,left
84.369705,left
84.683174,left
84.996643,left
85.310112,left
85.623581,left
85.937050,left
86.262131,left
86.575600,left
86.889069,left
87.202538,left
87.516006,left
87.829475,left
88.154556,left
88.468025,left
88.781494,left
89.106575,left
89.420044,left
89.733513,left
90.046982,left
90.360451,left
90.673920,left
90.999001,left
91.312469,left
91.625938,left
91.939407,left
92.252876,left
92.566353,left
92.891426,left
93.204895,left
93.529976,left
93.843445,left
94.156914,left
94.470383,left
94.783852,left
95.097321,left
95.410797,left
95.735870,left
96.049339,left
96.362808,left
96.676285,left
97.001358,left
97.314827,left
97.628296,left
97.941772,left
98.255241,left
98.580315,left
98.893784,left
99.207253,left
99.520729,left
99.834198,left
100.147667,left
100.461136,left
100.786217,left
101.099686,left
101.413155,left
101.738228,left
102.051704,left
102.365173,left
102.678642,left
102.992111,left
103.305580,left
103.630661,left
103.944130,left
104.257599,left
104.571068,left
104.884537,left
105.198006,left
105.523087,left
105.836555,left
106.150024,left
106.475105,left
